pair_id,material_id_a,cpse_a,material_id_b,cpse_b,relation_type,decision_status,conflict_attributes,conflict_tier,difficulty,source_type
PR-0208,MAT-0268,CPSE_02,MAT-0146,CPSE_03,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0209,MAT-0222,CPSE_05,MAT-0044,CPSE_01,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0210,MAT-0247,CPSE_02,MAT-0188,CPSE_02,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0211,MAT-0196,CPSE_01,MAT-0122,CPSE_01,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0212,MAT-0111,CPSE_05,MAT-0088,CPSE_03,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0213,MAT-0046,CPSE_01,MAT-0042,CPSE_02,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0214,MAT-0136,CPSE_01,MAT-0224,CPSE_02,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0215,MAT-0116,CPSE_01,MAT-0194,CPSE_03,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0216,MAT-0210,CPSE_03,MAT-0212,CPSE_01,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0217,MAT-0178,CPSE_02,MAT-0263,CPSE_03,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0218,MAT-0193,CPSE_05,MAT-0044,CPSE_01,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0219,MAT-0065,CPSE_01,MAT-0055,CPSE_01,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0220,MAT-0210,CPSE_03,MAT-0155,CPSE_04,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0221,MAT-0206,CPSE_01,MAT-0238,CPSE_02,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0222,MAT-0085,CPSE_04,MAT-0105,CPSE_03,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0223,MAT-0059,CPSE_01,MAT-0132,CPSE_03,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0224,MAT-0211,CPSE_02,MAT-0161,CPSE_01,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0225,MAT-0117,CPSE_05,MAT-0069,CPSE_05,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0226,MAT-0190,CPSE_04,MAT-0130,CPSE_03,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0227,MAT-0122,CPSE_01,MAT-0055,CPSE_01,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0228,MAT-0141,CPSE_02,MAT-0156,CPSE_02,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0229,MAT-0096,CPSE_04,MAT-0243,CPSE_05,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0230,MAT-0182,CPSE_02,MAT-0094,CPSE_05,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0231,MAT-0237,CPSE_05,MAT-0254,CPSE_03,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0232,MAT-0027,CPSE_05,MAT-0052,CPSE_01,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0233,MAT-0120,CPSE_04,MAT-0251,CPSE_04,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0234,MAT-0120,CPSE_04,MAT-0212,CPSE_01,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0235,MAT-0243,CPSE_05,MAT-0096,CPSE_04,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0236,MAT-0145,CPSE_02,MAT-0129,CPSE_01,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0237,MAT-0261,CPSE_05,MAT-0131,CPSE_02,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0238,MAT-0194,CPSE_03,MAT-0244,CPSE_05,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0239,MAT-0033,CPSE_01,MAT-0233,CPSE_04,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0240,MAT-0045,CPSE_03,MAT-0009,CPSE_02,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0241,MAT-0153,CPSE_04,MAT-0250,CPSE_04,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0242,MAT-0204,CPSE_05,MAT-0201,CPSE_02,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0243,MAT-0193,CPSE_05,MAT-0192,CPSE_03,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0244,MAT-0101,CPSE_02,MAT-0033,CPSE_01,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0245,MAT-0138,CPSE_04,MAT-0035,CPSE_05,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0246,MAT-0269,CPSE_02,MAT-0230,CPSE_04,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0247,MAT-0187,CPSE_04,MAT-0103,CPSE_01,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0248,MAT-0052,CPSE_01,MAT-0186,CPSE_05,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0249,MAT-0007,CPSE_01,MAT-0121,CPSE_02,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0250,MAT-0228,CPSE_05,MAT-0175,CPSE_01,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0251,MAT-0227,CPSE_01,MAT-0170,CPSE_02,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0252,MAT-0151,CPSE_05,MAT-0195,CPSE_05,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0253,MAT-0048,CPSE_01,MAT-0209,CPSE_05,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0254,MAT-0089,CPSE_04,MAT-0179,CPSE_05,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0255,MAT-0127,CPSE_02,MAT-0125,CPSE_04,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0256,MAT-0150,CPSE_04,MAT-0125,CPSE_04,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0257,MAT-0162,CPSE_05,MAT-0137,CPSE_02,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0258,MAT-0085,CPSE_04,MAT-0171,CPSE_04,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0259,MAT-0091,CPSE_04,MAT-0001,CPSE_03,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0260,MAT-0143,CPSE_01,MAT-0208,CPSE_05,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0261,MAT-0184,CPSE_01,MAT-0230,CPSE_04,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0262,MAT-0246,CPSE_01,MAT-0205,CPSE_01,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0263,MAT-0257,CPSE_05,MAT-0078,CPSE_05,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0264,MAT-0075,CPSE_02,MAT-0040,CPSE_04,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0265,MAT-0035,CPSE_05,MAT-0221,CPSE_01,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0266,MAT-0227,CPSE_01,MAT-0217,CPSE_03,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0267,MAT-0130,CPSE_03,MAT-0119,CPSE_03,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0268,MAT-0238,CPSE_02,MAT-0261,CPSE_05,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0269,MAT-0109,CPSE_01,MAT-0224,CPSE_02,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0270,MAT-0192,CPSE_03,MAT-0050,CPSE_05,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0271,MAT-0267,CPSE_04,MAT-0263,CPSE_03,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0272,MAT-0055,CPSE_01,MAT-0033,CPSE_01,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0273,MAT-0169,CPSE_05,MAT-0153,CPSE_04,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0274,MAT-0040,CPSE_04,MAT-0159,CPSE_05,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0275,MAT-0169,CPSE_05,MAT-0176,CPSE_03,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0276,MAT-0019,CPSE_04,MAT-0182,CPSE_02,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0277,MAT-0136,CPSE_01,MAT-0039,CPSE_03,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0278,MAT-0118,CPSE_05,MAT-0030,CPSE_05,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0279,MAT-0179,CPSE_05,MAT-0046,CPSE_01,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0280,MAT-0119,CPSE_03,MAT-0169,CPSE_05,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0281,MAT-0256,CPSE_04,MAT-0249,CPSE_01,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0282,MAT-0081,CPSE_05,MAT-0189,CPSE_05,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0283,MAT-0076,CPSE_04,MAT-0220,CPSE_05,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0284,MAT-0032,CPSE_04,MAT-0197,CPSE_03,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0285,MAT-0182,CPSE_02,MAT-0029,CPSE_02,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0286,MAT-0153,CPSE_04,MAT-0234,CPSE_05,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0287,MAT-0060,CPSE_01,MAT-0225,CPSE_03,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0288,MAT-0178,CPSE_02,MAT-0097,CPSE_05,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0289,MAT-0040,CPSE_04,MAT-0136,CPSE_01,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0290,MAT-0178,CPSE_02,MAT-0168,CPSE_01,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0291,MAT-0205,CPSE_01,MAT-0111,CPSE_05,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0292,MAT-0154,CPSE_01,MAT-0248,CPSE_01,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0293,MAT-0103,CPSE_01,MAT-0200,CPSE_05,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0294,MAT-0149,CPSE_03,MAT-0142,CPSE_05,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0295,MAT-0238,CPSE_02,MAT-0193,CPSE_05,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0296,MAT-0018,CPSE_04,MAT-0083,CPSE_04,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0297,MAT-0174,CPSE_02,MAT-0099,CPSE_04,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0298,MAT-0088,CPSE_03,MAT-0002,CPSE_05,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0299,MAT-0252,CPSE_05,MAT-0127,CPSE_02,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0300,MAT-0215,CPSE_02,MAT-0163,CPSE_02,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0301,MAT-0263,CPSE_03,MAT-0135,CPSE_03,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0302,MAT-0108,CPSE_03,MAT-0166,CPSE_02,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0303,MAT-0118,CPSE_05,MAT-0073,CPSE_04,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0304,MAT-0098,CPSE_03,MAT-0049,CPSE_01,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0305,MAT-0156,CPSE_02,MAT-0043,CPSE_02,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0306,MAT-0097,CPSE_05,MAT-0018,CPSE_04,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0307,MAT-0268,CPSE_02,MAT-0264,CPSE_02,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0308,MAT-0139,CPSE_02,MAT-0134,CPSE_04,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0309,MAT-0189,CPSE_05,MAT-0029,CPSE_02,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0310,MAT-0107,CPSE_04,MAT-0167,CPSE_01,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0311,MAT-0063,CPSE_05,MAT-0078,CPSE_05,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0312,MAT-0176,CPSE_03,MAT-0059,CPSE_01,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0313,MAT-0162,CPSE_05,MAT-0111,CPSE_05,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0314,MAT-0227,CPSE_01,MAT-0044,CPSE_01,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0315,MAT-0018,CPSE_04,MAT-0083,CPSE_04,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0316,MAT-0183,CPSE_02,MAT-0029,CPSE_02,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0317,MAT-0025,CPSE_03,MAT-0040,CPSE_04,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0318,MAT-0061,CPSE_04,MAT-0140,CPSE_01,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0319,MAT-0116,CPSE_01,MAT-0015,CPSE_03,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0320,MAT-0191,CPSE_01,MAT-0145,CPSE_02,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0321,MAT-0009,CPSE_02,MAT-0269,CPSE_02,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0322,MAT-0057,CPSE_02,MAT-0202,CPSE_01,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0323,MAT-0265,CPSE_02,MAT-0097,CPSE_05,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0324,MAT-0146,CPSE_03,MAT-0007,CPSE_01,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0325,MAT-0169,CPSE_05,MAT-0109,CPSE_01,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0326,MAT-0247,CPSE_02,MAT-0026,CPSE_05,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0327,MAT-0050,CPSE_05,MAT-0096,CPSE_04,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0328,MAT-0159,CPSE_05,MAT-0160,CPSE_02,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0329,MAT-0116,CPSE_01,MAT-0070,CPSE_02,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0330,MAT-0036,CPSE_05,MAT-0108,CPSE_03,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0331,MAT-0095,CPSE_01,MAT-0105,CPSE_03,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0332,MAT-0149,CPSE_03,MAT-0232,CPSE_03,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0333,MAT-0206,CPSE_01,MAT-0227,CPSE_01,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0334,MAT-0150,CPSE_04,MAT-0242,CPSE_01,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0335,MAT-0022,CPSE_01,MAT-0224,CPSE_02,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0336,MAT-0085,CPSE_04,MAT-0165,CPSE_02,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0337,MAT-0033,CPSE_01,MAT-0112,CPSE_02,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0338,MAT-0164,CPSE_02,MAT-0265,CPSE_02,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0339,MAT-0227,CPSE_01,MAT-0233,CPSE_04,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0340,MAT-0079,CPSE_01,MAT-0034,CPSE_02,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0341,MAT-0044,CPSE_01,MAT-0083,CPSE_04,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0342,MAT-0027,CPSE_05,MAT-0212,CPSE_01,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0343,MAT-0022,CPSE_01,MAT-0078,CPSE_05,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0344,MAT-0064,CPSE_03,MAT-0234,CPSE_05,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0345,MAT-0132,CPSE_03,MAT-0158,CPSE_05,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0346,MAT-0176,CPSE_03,MAT-0035,CPSE_05,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0347,MAT-0180,CPSE_04,MAT-0096,CPSE_04,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0348,MAT-0111,CPSE_05,MAT-0227,CPSE_01,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0349,MAT-0259,CPSE_02,MAT-0089,CPSE_04,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0350,MAT-0102,CPSE_04,MAT-0209,CPSE_05,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0351,MAT-0134,CPSE_04,MAT-0047,CPSE_02,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0352,MAT-0110,CPSE_01,MAT-0197,CPSE_03,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0353,MAT-0257,CPSE_05,MAT-0197,CPSE_03,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0354,MAT-0220,CPSE_05,MAT-0024,CPSE_02,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0355,MAT-0028,CPSE_05,MAT-0159,CPSE_05,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0356,MAT-0094,CPSE_05,MAT-0170,CPSE_02,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0357,MAT-0208,CPSE_05,MAT-0041,CPSE_01,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0358,MAT-0065,CPSE_01,MAT-0233,CPSE_04,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0359,MAT-0137,CPSE_02,MAT-0217,CPSE_03,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0360,MAT-0127,CPSE_02,MAT-0256,CPSE_04,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0361,MAT-0109,CPSE_01,MAT-0072,CPSE_03,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0362,MAT-0144,CPSE_02,MAT-0024,CPSE_02,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0363,MAT-0217,CPSE_03,MAT-0130,CPSE_03,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0364,MAT-0232,CPSE_03,MAT-0040,CPSE_04,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0365,MAT-0191,CPSE_01,MAT-0162,CPSE_05,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0366,MAT-0013,CPSE_01,MAT-0213,CPSE_03,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0367,MAT-0071,CPSE_02,MAT-0181,CPSE_03,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0368,MAT-0103,CPSE_01,MAT-0144,CPSE_02,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0369,MAT-0050,CPSE_05,MAT-0246,CPSE_01,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0370,MAT-0257,CPSE_05,MAT-0068,CPSE_04,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0371,MAT-0206,CPSE_01,MAT-0143,CPSE_01,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0372,MAT-0193,CPSE_05,MAT-0067,CPSE_04,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0373,MAT-0004,CPSE_03,MAT-0090,CPSE_01,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0374,MAT-0104,CPSE_02,MAT-0208,CPSE_05,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0375,MAT-0168,CPSE_01,MAT-0112,CPSE_02,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0376,MAT-0204,CPSE_05,MAT-0053,CPSE_05,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0377,MAT-0152,CPSE_01,MAT-0046,CPSE_01,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0378,MAT-0111,CPSE_05,MAT-0161,CPSE_01,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0379,MAT-0199,CPSE_04,MAT-0166,CPSE_02,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0380,MAT-0184,CPSE_01,MAT-0259,CPSE_02,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0381,MAT-0076,CPSE_04,MAT-0126,CPSE_01,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0382,MAT-0042,CPSE_02,MAT-0227,CPSE_01,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0383,MAT-0030,CPSE_05,MAT-0159,CPSE_05,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0384,MAT-0166,CPSE_02,MAT-0084,CPSE_01,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0385,MAT-0264,CPSE_02,MAT-0078,CPSE_05,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0386,MAT-0038,CPSE_05,MAT-0113,CPSE_03,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0387,MAT-0090,CPSE_01,MAT-0051,CPSE_01,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0388,MAT-0069,CPSE_05,MAT-0087,CPSE_04,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0389,MAT-0145,CPSE_02,MAT-0059,CPSE_01,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0390,MAT-0009,CPSE_02,MAT-0221,CPSE_01,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0391,MAT-0201,CPSE_02,MAT-0038,CPSE_05,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0392,MAT-0160,CPSE_02,MAT-0267,CPSE_04,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0393,MAT-0184,CPSE_01,MAT-0234,CPSE_05,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0394,MAT-0146,CPSE_03,MAT-0063,CPSE_05,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0395,MAT-0196,CPSE_01,MAT-0179,CPSE_05,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0396,MAT-0139,CPSE_02,MAT-0215,CPSE_02,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0397,MAT-0176,CPSE_03,MAT-0111,CPSE_05,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0398,MAT-0181,CPSE_03,MAT-0248,CPSE_01,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0399,MAT-0254,CPSE_03,MAT-0121,CPSE_02,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
PR-0400,MAT-0185,CPSE_05,MAT-0026,CPSE_05,DISTINCT,APPROVED,multiple,severe,NORMAL,SYNTHETIC
CF-PR-0001,MAT-0002,CPSE_05,MAT-CF-0001,CPSE_05,VARIANT_OF,APPROVED,pressure_class,near_miss,HARD,SYNTHETIC_MUTATION
CF-PR-0002,MAT-0006,CPSE_03,MAT-CF-0002,CPSE_03,VARIANT_OF,APPROVED,pressure_class,near_miss,HARD,SYNTHETIC_MUTATION
CF-PR-0003,MAT-0011,CPSE_05,MAT-CF-0003,CPSE_05,VARIANT_OF,APPROVED,pressure_class,near_miss,HARD,SYNTHETIC_MUTATION
CF-PR-0004,MAT-0022,CPSE_01,MAT-CF-0004,CPSE_01,VARIANT_OF,APPROVED,pressure_class,near_miss,HARD,SYNTHETIC_MUTATION
CF-PR-0005,MAT-0027,CPSE_05,MAT-CF-0005,CPSE_05,VARIANT_OF,APPROVED,pressure_class,near_miss,HARD,SYNTHETIC_MUTATION
CF-PR-0006,MAT-0042,CPSE_02,MAT-CF-0006,CPSE_02,VARIANT_OF,APPROVED,pressure_class,near_miss,HARD,SYNTHETIC_MUTATION
CF-PR-0007,MAT-0045,CPSE_03,MAT-CF-0007,CPSE_03,VARIANT_OF,APPROVED,pressure_class,near_miss,HARD,SYNTHETIC_MUTATION
