material_id,cpse_id,canonical_id,material_code,description_original,base_uom,source_system,source_record_id,source_file,source_row,ingestion_timestamp,processing_version,source_type
MAT-0104,CPSE_02,CAN-020,MAT-11576,PIPE HDPE API 5L GR B DN50,MTR,SAP_S4HANA,REC-104,synthetic_generator,104,2026-09-18T22:42:29.598400,2.0,SYNTHETIC
MAT-CF-0023,CPSE_02,CAN-020_VARIANT,MAT-99401,PIPE HDPE API 5L GR B DN50X SCH10S,MTR,SAP_ECC,REC-CF-23,synthetic_generator,104,2026-09-18T22:42:29.598429,2.0,SYNTHETIC_MUTATION
MAT-0105,CPSE_03,CAN-020,MAT-28287,PIPE HDPE API 5L GR B DN50 SCH10S,M,SAP_ECC,REC-105,synthetic_generator,105,2026-09-18T22:42:29.598452,2.0,SYNTHETIC
MAT-0106,CPSE_04,CAN-021,MAT-63793,PIPE HDPE PE100 DN200,M,SAP_ECC,REC-106,synthetic_generator,106,2026-09-18T22:42:29.598637,2.0,SYNTHETIC
MAT-0107,CPSE_04,CAN-021,MAT-51871,PIPE HDPE PE100 DN200 SCH10S,m,SAP_S4HANA,REC-107,synthetic_generator,107,2026-09-18T22:42:29.598662,2.0,SYNTHETIC
MAT-CF-0024,CPSE_04,CAN-021_VARIANT,MAT-61417,PIPE HDPE PE100 DN200X SCH10S,m,SAP_ECC,REC-CF-24,synthetic_generator,107,2026-09-18T22:42:29.598694,2.0,SYNTHETIC_MUTATION
MAT-0108,CPSE_03,CAN-021,MAT-63130,PIPE HDPE PE100 DN200 SCH10S,MTR,SAP_S4HANA,REC-108,synthetic_generator,108,2026-09-18T22:42:29.598715,2.0,SYNTHETIC
MAT-0109,CPSE_01,CAN-021,MAT-75216,PIPE HDPE PE100 DN200 SCH10S,m,SAP_ECC,REC-109,synthetic_generator,109,2026-09-18T22:42:29.598741,2.0,SYNTHETIC
MAT-0110,CPSE_01,CAN-022,MAT-81480,PIPE PVC PE100 DN50 SCH10S,Meter,SAP_S4HANA,REC-110,synthetic_generator,110,2026-09-18T22:42:29.598918,2.0,SYNTHETIC
MAT-0111,CPSE_05,CAN-022,MAT-27898,PIPE PVC PE100 DN50 SCH10S,m,SAP_S4HANA,REC-111,synthetic_generator,111,2026-09-18T22:42:29.598941,2.0,SYNTHETIC
MAT-0112,CPSE_02,CAN-022,MAT-16920,PIPE PVC PE100 DN50 SCH10S,M,SAP_ECC,REC-112,synthetic_generator,112,2026-09-18T22:42:29.598961,2.0,SYNTHETIC
MAT-CF-0025,CPSE_02,CAN-022_VARIANT,MAT-85334,PIPE PVC PE100 DN50X SCH10S,M,SAP_ECC,REC-CF-25,synthetic_generator,112,2026-09-18T22:42:29.598992,2.0,SYNTHETIC_MUTATION
MAT-0113,CPSE_03,CAN-022,MAT-17480,PIPE PVC PE100 DN50 SCH10S,MTR,SAP_S4HANA,REC-113,synthetic_generator,113,2026-09-18T22:42:29.599012,2.0,SYNTHETIC
MAT-0114,CPSE_03,CAN-023,MAT-23200,PIPE PVC TP304 DN200 SCH80,MTR,SAP_ECC,REC-114,synthetic_generator,114,2026-09-18T22:42:29.599185,2.0,SYNTHETIC
MAT-CF-0026,CPSE_03,CAN-023_VARIANT,MAT-34392,PIPE PVC TP304 DN200X SCH80,MTR,SAP_ECC,REC-CF-26,synthetic_generator,114,2026-09-18T22:42:29.599223,2.0,SYNTHETIC_MUTATION
MAT-0115,CPSE_04,CAN-023,MAT-46559,PIPE PVC TP304 DN200,M,SAP_S4HANA,REC-115,synthetic_generator,115,2026-09-18T22:42:29.599248,2.0,SYNTHETIC
MAT-CF-0027,CPSE_04,CAN-023_VARIANT,MAT-22125,PIPE PVC TP304 DN200X SCH80,M,SAP_ECC,REC-CF-27,synthetic_generator,115,2026-09-18T22:42:29.599286,2.0,SYNTHETIC_MUTATION
MAT-0116,CPSE_01,CAN-023,MAT-42577,PIPE PVC TP304 DN200,Meter,SAP_ECC,REC-116,synthetic_generator,116,2026-09-18T22:42:29.599380,2.0,SYNTHETIC
MAT-0117,CPSE_05,CAN-023,MAT-14137,PIPE PVC TP304 DN200 SCH80,MTR,SAP_ECC,REC-117,synthetic_generator,117,2026-09-18T22:42:29.599422,2.0,SYNTHETIC
MAT-0118,CPSE_05,CAN-023,MAT-28608,PIPE PVC TP304 DN200 SCH80,MTR,SAP_S4HANA,REC-118,synthetic_generator,118,2026-09-18T22:42:29.599446,2.0,SYNTHETIC
MAT-0119,CPSE_03,CAN-024,MAT-97933,PIPE PVC TP304 DN200,MTR,SAP_S4HANA,REC-119,synthetic_generator,119,2026-09-18T22:42:29.599675,2.0,SYNTHETIC
MAT-0120,CPSE_04,CAN-024,MAT-47869,PIPE PVC TP304 DN200,M,SAP_S4HANA,REC-120,synthetic_generator,120,2026-09-18T22:42:29.599701,2.0,SYNTHETIC
MAT-0121,CPSE_02,CAN-024,MAT-67840,PIPE PVC TP304 DN200,MTR,SAP_ECC,REC-121,synthetic_generator,121,2026-09-18T22:42:29.599739,2.0,SYNTHETIC
MAT-0122,CPSE_01,CAN-024,MAT-18879,PIPE PVC TP304 DN200 SCH80,Meter,SAP_ECC,REC-122,synthetic_generator,122,2026-09-18T22:42:29.599759,2.0,SYNTHETIC
MAT-0123,CPSE_04,CAN-024,MAT-61420,PIPE PVC TP304 DN200,M,SAP_ECC,REC-123,synthetic_generator,123,2026-09-18T22:42:29.599787,2.0,SYNTHETIC
MAT-0124,CPSE_03,CAN-024,MAT-18868,PIPE PVC TP304 DN200 SCH80,m,SAP_ECC,REC-124,synthetic_generator,124,2026-09-18T22:42:29.599807,2.0,SYNTHETIC
MAT-CF-0028,CPSE_03,CAN-024_VARIANT,MAT-75083,PIPE PVC TP304 DN200X SCH80,m,SAP_ECC,REC-CF-28,synthetic_generator,124,2026-09-18T22:42:29.599838,2.0,SYNTHETIC_MUTATION
MAT-0125,CPSE_04,CAN-024,MAT-38567,PIPE PVC TP304 DN200 SCH80,M,SAP_ECC,REC-125,synthetic_generator,125,2026-09-18T22:42:29.599859,2.0,SYNTHETIC
MAT-CF-0029,CPSE_04,CAN-024_VARIANT,MAT-28140,PIPE PVC TP304 DN200X SCH80,M,SAP_ECC,REC-CF-29,synthetic_generator,125,2026-09-18T22:42:29.599886,2.0,SYNTHETIC_MUTATION
MAT-0126,CPSE_01,CAN-024,MAT-36037,PIPE PVC TP304 DN200 SCH80,MTR,SAP_S4HANA,REC-126,synthetic_generator,126,2026-09-18T22:42:29.599904,2.0,SYNTHETIC
MAT-CF-0030,CPSE_01,CAN-024_VARIANT,MAT-28489,PIPE PVC TP304 DN200X SCH80,MTR,SAP_ECC,REC-CF-30,synthetic_generator,126,2026-09-18T22:42:29.599930,2.0,SYNTHETIC_MUTATION
MAT-0127,CPSE_02,CAN-025,MAT-54207,PIPE CARBON STEEL TP316L DN100 SCH80,Meter,SAP_S4HANA,REC-127,synthetic_generator,127,2026-09-18T22:42:29.600126,2.0,SYNTHETIC
MAT-0128,CPSE_02,CAN-025,MAT-32097,PIPE C.S. TP316L DN100 SCH80,M,SAP_S4HANA,REC-128,synthetic_generator,128,2026-09-18T22:42:29.600155,2.0,SYNTHETIC
MAT-0129,CPSE_01,CAN-025,MAT-25360,PIPE CARBON STEEL TP316L DN100 SCH80,Meter,SAP_ECC,REC-129,synthetic_generator,129,2026-09-18T22:42:29.600175,2.0,SYNTHETIC
MAT-0130,CPSE_03,CAN-025,MAT-29633,PIPE C.S. TP316L DN100 SCH80,m,SAP_ECC,REC-130,synthetic_generator,130,2026-09-18T22:42:29.600204,2.0,SYNTHETIC
MAT-0131,CPSE_02,CAN-026,MAT-87211,PIPE HDPE TP316L DN200,Meter,SAP_ECC,REC-131,synthetic_generator,131,2026-09-18T22:42:29.600390,2.0,SYNTHETIC
MAT-CF-0031,CPSE_02,CAN-026_VARIANT,MAT-77740,PIPE HDPE TP316L DN200X SCH40,Meter,SAP_ECC,REC-CF-31,synthetic_generator,131,2026-09-18T22:42:29.600424,2.0,SYNTHETIC_MUTATION
MAT-0132,CPSE_03,CAN-026,MAT-98904,PIPE HDPE TP316L DN200 SCH40,MTR,SAP_S4HANA,REC-132,synthetic_generator,132,2026-09-18T22:42:29.600446,2.0,SYNTHETIC
MAT-0133,CPSE_04,CAN-026,MAT-21392,PIPE HDPE TP316L DN200,MTR,SAP_ECC,REC-133,synthetic_generator,133,2026-09-18T22:42:29.600475,2.0,SYNTHETIC
MAT-CF-0032,CPSE_04,CAN-026_VARIANT,MAT-23484,PIPE HDPE TP316L DN200X SCH40,MTR,SAP_ECC,REC-CF-32,synthetic_generator,133,2026-09-18T22:42:29.600502,2.0,SYNTHETIC_MUTATION
MAT-0134,CPSE_04,CAN-026,MAT-40607,PIPE HDPE TP316L DN200,Meter,SAP_ECC,REC-134,synthetic_generator,134,2026-09-18T22:42:29.600523,2.0,SYNTHETIC
MAT-0135,CPSE_03,CAN-026,MAT-97982,PIPE HDPE TP316L DN200 SCH40,M,SAP_S4HANA,REC-135,synthetic_generator,135,2026-09-18T22:42:29.600541,2.0,SYNTHETIC
MAT-0136,CPSE_01,CAN-026,MAT-48198,PIPE HDPE TP316L DN200 SCH40,Meter,SAP_ECC,REC-136,synthetic_generator,136,2026-09-18T22:42:29.600561,2.0,SYNTHETIC
MAT-0137,CPSE_02,CAN-027,MAT-62840,PIPE STAINLESS STEEL API 5L GR B DN100,Meter,SAP_S4HANA,REC-137,synthetic_generator,137,2026-09-18T22:42:29.600747,2.0,SYNTHETIC
MAT-0138,CPSE_04,CAN-027,MAT-86047,PIPE STAINLESS STEEL API 5L GR B DN100,Meter,SAP_ECC,REC-138,synthetic_generator,138,2026-09-18T22:42:29.600778,2.0,SYNTHETIC
MAT-0139,CPSE_02,CAN-027,MAT-44645,PIPE STAINLESS STEEL API 5L GR B DN100 SCH40,Meter,SAP_S4HANA,REC-139,synthetic_generator,139,2026-09-18T22:42:29.600800,2.0,SYNTHETIC
MAT-CF-0033,CPSE_02,CAN-027_VARIANT,MAT-28134,PIPE STAINLESS STEEL API 5L GR B DN150 SCH40,Meter,SAP_ECC,REC-CF-33,synthetic_generator,139,2026-09-18T22:42:29.600833,2.0,SYNTHETIC_MUTATION
MAT-0140,CPSE_01,CAN-027,MAT-37621,PIPE S.S. API 5L GR B DN100 SCH40,m,SAP_ECC,REC-140,synthetic_generator,140,2026-09-18T22:42:29.600859,2.0,SYNTHETIC
MAT-CF-0034,CPSE_01,CAN-027_VARIANT,MAT-81644,PIPE STAINLESS STEEL API 5L GR B DN150 SCH40,m,SAP_ECC,REC-CF-34,synthetic_generator,140,2026-09-18T22:42:29.600888,2.0,SYNTHETIC_MUTATION
MAT-0141,CPSE_02,CAN-027,MAT-92529,PIPE STAINLESS STEEL API 5L GR B DN100 SCH40,Meter,SAP_S4HANA,REC-141,synthetic_generator,141,2026-09-18T22:42:29.600908,2.0,SYNTHETIC
MAT-0142,CPSE_05,CAN-028,MAT-50190,PIPE S.S. TP316L DN50 SCH10S,Meter,SAP_ECC,REC-142,synthetic_generator,142,2026-09-18T22:42:29.601091,2.0,SYNTHETIC
MAT-CF-0035,CPSE_05,CAN-028_VARIANT,MAT-24911,PIPE STAINLESS STEEL TP316L DN50X SCH10S,Meter,SAP_ECC,REC-CF-35,synthetic_generator,142,2026-09-18T22:42:29.601124,2.0,SYNTHETIC_MUTATION
MAT-0143,CPSE_01,CAN-028,MAT-19644,PIPE S.S. TP316L DN50 SCH10S,Meter,SAP_ECC,REC-143,synthetic_generator,143,2026-09-18T22:42:29.601148,2.0,SYNTHETIC
MAT-0144,CPSE_02,CAN-028,MAT-90134,PIPE SS TP316L DN50,m,SAP_ECC,REC-144,synthetic_generator,144,2026-09-18T22:42:29.601172,2.0,SYNTHETIC
MAT-0145,CPSE_02,CAN-028,MAT-69145,PIPE STAINLESS STEEL TP316L DN50 SCH10S,Meter,SAP_S4HANA,REC-145,synthetic_generator,145,2026-09-18T22:42:29.601196,2.0,SYNTHETIC
MAT-CF-0036,CPSE_02,CAN-028_VARIANT,MAT-14915,PIPE STAINLESS STEEL TP316L DN50X SCH10S,Meter,SAP_ECC,REC-CF-36,synthetic_generator,145,2026-09-18T22:42:29.601225,2.0,SYNTHETIC_MUTATION
MAT-0146,CPSE_03,CAN-028,MAT-44989,PIPE SS TP316L DN50 SCH10S,m,SAP_S4HANA,REC-146,synthetic_generator,146,2026-09-18T22:42:29.601246,2.0,SYNTHETIC
MAT-0147,CPSE_04,CAN-028,MAT-96911,PIPE STAINLESS STEEL TP316L DN50,Meter,SAP_S4HANA,REC-147,synthetic_generator,147,2026-09-18T22:42:29.601267,2.0,SYNTHETIC
MAT-0148,CPSE_01,CAN-028,MAT-78533,PIPE S.S. TP316L DN50 SCH10S,M,SAP_S4HANA,REC-148,synthetic_generator,148,2026-09-18T22:42:29.601291,2.0,SYNTHETIC
MAT-0149,CPSE_03,CAN-028,MAT-84655,PIPE STAINLESS STEEL TP316L DN50,Meter,SAP_ECC,REC-149,synthetic_generator,149,2026-09-18T22:42:29.601311,2.0,SYNTHETIC
MAT-CF-0037,CPSE_03,CAN-028_VARIANT,MAT-82108,PIPE STAINLESS STEEL TP316L DN50X SCH10S,Meter,SAP_ECC,REC-CF-37,synthetic_generator,149,2026-09-18T22:42:29.601337,2.0,SYNTHETIC_MUTATION
MAT-0150,CPSE_04,CAN-029,MAT-70274,PIPE HDPE API 5L GR B DN50,MTR,SAP_S4HANA,REC-150,synthetic_generator,150,2026-09-18T22:42:29.601522,2.0,SYNTHETIC
MAT-0151,CPSE_05,CAN-029,MAT-31135,PIPE HDPE API 5L GR B DN50,m,SAP_S4HANA,REC-151,synthetic_generator,151,2026-09-18T22:42:29.601548,2.0,SYNTHETIC
MAT-0152,CPSE_01,CAN-029,MAT-51281,PIPE HDPE API 5L GR B DN50 SCH80,Meter,SAP_ECC,REC-152,synthetic_generator,152,2026-09-18T22:42:29.601568,2.0,SYNTHETIC
MAT-0153,CPSE_04,CAN-030,MAT-64182,PIPE PVC TP304 DN100 SCH40,M,SAP_S4HANA,REC-153,synthetic_generator,153,2026-09-18T22:42:29.601767,2.0,SYNTHETIC
MAT-CF-0038,CPSE_04,CAN-030_VARIANT,MAT-88801,PIPE PVC TP304 DN150 SCH40,M,SAP_ECC,REC-CF-38,synthetic_generator,153,2026-09-18T22:42:29.601801,2.0,SYNTHETIC_MUTATION
MAT-0154,CPSE_01,CAN-030,MAT-15781,PIPE PVC TP304 DN100 SCH40,MTR,SAP_S4HANA,REC-154,synthetic_generator,154,2026-09-18T22:42:29.601824,2.0,SYNTHETIC
MAT-0155,CPSE_04,CAN-030,MAT-20168,PIPE PVC TP304 DN100 SCH40,Meter,SAP_S4HANA,REC-155,synthetic_generator,155,2026-09-18T22:42:29.601843,2.0,SYNTHETIC
MAT-0156,CPSE_02,CAN-030,MAT-75829,PIPE PVC TP304 DN100,MTR,SAP_S4HANA,REC-156,synthetic_generator,156,2026-09-18T22:42:29.601863,2.0,SYNTHETIC
MAT-0157,CPSE_02,CAN-030,MAT-85190,PIPE PVC TP304 DN100 SCH40,Meter,SAP_ECC,REC-157,synthetic_generator,157,2026-09-18T22:42:29.601883,2.0,SYNTHETIC
MAT-0158,CPSE_05,CAN-030,MAT-45069,PIPE PVC TP304 DN100 SCH40,MTR,SAP_ECC,REC-158,synthetic_generator,158,2026-09-18T22:42:29.601902,2.0,SYNTHETIC
MAT-0159,CPSE_05,CAN-030,MAT-94298,PIPE PVC TP304 DN100 SCH40,MTR,SAP_ECC,REC-159,synthetic_generator,159,2026-09-18T22:42:29.601920,2.0,SYNTHETIC
MAT-0160,CPSE_02,CAN-030,MAT-79999,PIPE PVC TP304 DN100 SCH40,m,SAP_ECC,REC-160,synthetic_generator,160,2026-09-18T22:42:29.601942,2.0,SYNTHETIC
MAT-0161,CPSE_01,CAN-031,MAT-98118,HEX HEAD CARBON STEEL,No.,SAP_ECC,REC-161,synthetic_generator,161,2026-09-18T22:42:29.602128,2.0,SYNTHETIC
MAT-0162,CPSE_05,CAN-031,MAT-29084,HEX HEAD C.S.,No,SAP_ECC,REC-162,synthetic_generator,162,2026-09-18T22:42:29.602161,2.0,SYNTHETIC
MAT-0163,CPSE_02,CAN-031,MAT-55536,HEX HEAD CARBON STEEL B7,Nos.,SAP_S4HANA,REC-163,synthetic_generator,163,2026-09-18T22:42:29.602182,2.0,SYNTHETIC
MAT-CF-0039,CPSE_02,CAN-031_VARIANT,MAT-12218,HEX HEAD CARBON STEEL B7X,Nos.,SAP_ECC,REC-CF-39,synthetic_generator,163,2026-09-18T22:42:29.602219,2.0,SYNTHETIC_MUTATION
MAT-0164,CPSE_02,CAN-032,MAT-17410,STUD BOLT CARBON STEEL 10.9,no,SAP_ECC,REC-164,synthetic_generator,164,2026-09-18T22:42:29.602398,2.0,SYNTHETIC
MAT-0165,CPSE_02,CAN-032,MAT-86850,STUD BOLT CARBON STEEL,No.,SAP_S4HANA,REC-165,synthetic_generator,165,2026-09-18T22:42:29.602424,2.0,SYNTHETIC
MAT-0166,CPSE_02,CAN-032,MAT-64689,STUD BOLT CARBON STEEL,No,SAP_S4HANA,REC-166,synthetic_generator,166,2026-09-18T22:42:29.602444,2.0,SYNTHETIC
MAT-0167,CPSE_01,CAN-032,MAT-54451,STUD BOLT CARBON STEEL 10.9,EACH,SAP_ECC,REC-167,synthetic_generator,167,2026-09-18T22:42:29.602470,2.0,SYNTHETIC
MAT-0168,CPSE_01,CAN-032,MAT-54368,STUD BOLT CS 10.9,Nos.,SAP_ECC,REC-168,synthetic_generator,168,2026-09-18T22:42:29.602494,2.0,SYNTHETIC
MAT-0169,CPSE_05,CAN-032,MAT-62702,STUD BOLT CS 10.9,No.,SAP_S4HANA,REC-169,synthetic_generator,169,2026-09-18T22:42:29.602514,2.0,SYNTHETIC
MAT-0170,CPSE_02,CAN-032,MAT-29969,STUD BOLT CARBON STEEL 10.9,No.,SAP_ECC,REC-170,synthetic_generator,170,2026-09-18T22:42:29.602532,2.0,SYNTHETIC
MAT-CF-0040,CPSE_02,CAN-032_VARIANT,MAT-51245,STUD BOLT CARBON STEEL 10.9X,No.,SAP_ECC,REC-CF-40,synthetic_generator,170,2026-09-18T22:42:29.602572,2.0,SYNTHETIC_MUTATION
MAT-0171,CPSE_04,CAN-032,MAT-86950,STUD BOLT CARBON STEEL 10.9,Nos,SAP_S4HANA,REC-171,synthetic_generator,171,2026-09-18T22:42:29.602594,2.0,SYNTHETIC
MAT-0172,CPSE_04,CAN-033,MAT-45058,STUD BOLT CARBON STEEL,No,SAP_S4HANA,REC-172,synthetic_generator,172,2026-09-18T22:42:29.602800,2.0,SYNTHETIC
MAT-0173,CPSE_05,CAN-033,MAT-28105,STUD BOLT CARBON STEEL B7,EACH,SAP_ECC,REC-173,synthetic_generator,173,2026-09-18T22:42:29.602833,2.0,SYNTHETIC
MAT-0174,CPSE_02,CAN-033,MAT-83867,STUD BOLT C.S. B7,No,SAP_ECC,REC-174,synthetic_generator,174,2026-09-18T22:42:29.602906,2.0,SYNTHETIC
MAT-0175,CPSE_01,CAN-034,MAT-88419,STUD BOLT SS,No,SAP_ECC,REC-175,synthetic_generator,175,2026-09-18T22:42:29.603218,2.0,SYNTHETIC
MAT-0176,CPSE_03,CAN-034,MAT-92256,STUD BOLT S.S.,Nos.,SAP_S4HANA,REC-176,synthetic_generator,176,2026-09-18T22:42:29.603262,2.0,SYNTHETIC
MAT-0177,CPSE_04,CAN-034,MAT-79454,STUD BOLT STAINLESS STEEL B7,No.,SAP_ECC,REC-177,synthetic_generator,177,2026-09-18T22:42:29.603296,2.0,SYNTHETIC
MAT-0178,CPSE_02,CAN-034,MAT-85215,STUD BOLT STAINLESS STEEL B7,Nos,SAP_ECC,REC-178,synthetic_generator,178,2026-09-18T22:42:29.603326,2.0,SYNTHETIC
MAT-0179,CPSE_05,CAN-034,MAT-42425,STUD BOLT STAINLESS STEEL B7,No,SAP_ECC,REC-179,synthetic_generator,179,2026-09-18T22:42:29.603357,2.0,SYNTHETIC
MAT-0180,CPSE_04,CAN-034,MAT-96366,STUD BOLT STAINLESS STEEL B7,EA,SAP_ECC,REC-180,synthetic_generator,180,2026-09-18T22:42:29.603398,2.0,SYNTHETIC
MAT-0181,CPSE_03,CAN-034,MAT-18291,STUD BOLT S.S.,Nos,SAP_ECC,REC-181,synthetic_generator,181,2026-09-18T22:42:29.603437,2.0,SYNTHETIC
MAT-0182,CPSE_02,CAN-034,MAT-47951,STUD BOLT STAINLESS STEEL B7,Nos,SAP_S4HANA,REC-182,synthetic_generator,182,2026-09-18T22:42:29.603470,2.0,SYNTHETIC
MAT-0183,CPSE_02,CAN-035,MAT-16560,HEX HEAD SS 10.9,No,SAP_S4HANA,REC-183,synthetic_generator,183,2026-09-18T22:42:29.603799,2.0,SYNTHETIC
MAT-0184,CPSE_01,CAN-035,MAT-87714,HEX HEAD SS 10.9,EA,SAP_ECC,REC-184,synthetic_generator,184,2026-09-18T22:42:29.603839,2.0,SYNTHETIC
MAT-0185,CPSE_05,CAN-035,MAT-81930,HEX HEAD S.S.,Nos.,SAP_S4HANA,REC-185,synthetic_generator,185,2026-09-18T22:42:29.603875,2.0,SYNTHETIC
MAT-CF-0041,CPSE_05,CAN-035_VARIANT,MAT-20224,HEX HEAD STAINLESS STEEL 10.9X,Nos.,SAP_ECC,REC-CF-41,synthetic_generator,185,2026-09-18T22:42:29.603932,2.0,SYNTHETIC_MUTATION
MAT-0186,CPSE_05,CAN-036,MAT-52699,HEX HEAD STAINLESS STEEL 10.9,EA,SAP_ECC,REC-186,synthetic_generator,186,2026-09-18T22:42:29.604208,2.0,SYNTHETIC
MAT-0187,CPSE_04,CAN-036,MAT-10477,HEX HEAD SS 10.9,No,SAP_ECC,REC-187,synthetic_generator,187,2026-09-18T22:42:29.604253,2.0,SYNTHETIC
MAT-0188,CPSE_02,CAN-036,MAT-24739,HEX HEAD STAINLESS STEEL 10.9,No.,SAP_ECC,REC-188,synthetic_generator,188,2026-09-18T22:42:29.604287,2.0,SYNTHETIC
MAT-0189,CPSE_05,CAN-036,MAT-93376,HEX HEAD SS 10.9,No.,SAP_ECC,REC-189,synthetic_generator,189,2026-09-18T22:42:29.604339,2.0,SYNTHETIC
MAT-0190,CPSE_04,CAN-036,MAT-29524,HEX HEAD STAINLESS STEEL 10.9,Nos,SAP_ECC,REC-190,synthetic_generator,190,2026-09-18T22:42:29.604387,2.0,SYNTHETIC
MAT-0191,CPSE_01,CAN-036,MAT-42873,HEX HEAD STAINLESS STEEL,Nos,SAP_ECC,REC-191,synthetic_generator,191,2026-09-18T22:42:29.604426,2.0,SYNTHETIC
MAT-0192,CPSE_03,CAN-036,MAT-13004,HEX HEAD STAINLESS STEEL,Nos,SAP_ECC,REC-192,synthetic_generator,192,2026-09-18T22:42:29.604460,2.0,SYNTHETIC
MAT-0193,CPSE_05,CAN-036,MAT-89920,HEX HEAD S.S. 10.9,PCS,SAP_S4HANA,REC-193,synthetic_generator,193,2026-09-18T22:42:29.604499,2.0,SYNTHETIC
MAT-0194,CPSE_03,CAN-037,MAT-59724,STUD BOLT STAINLESS STEEL 8.8,Nos.,SAP_S4HANA,REC-194,synthetic_generator,194,2026-09-18T22:42:29.604783,2.0,SYNTHETIC
MAT-0195,CPSE_05,CAN-037,MAT-98473,STUD BOLT S.S. 8.8,EA,SAP_S4HANA,REC-195,synthetic_generator,195,2026-09-18T22:42:29.604827,2.0,SYNTHETIC
MAT-0196,CPSE_01,CAN-037,MAT-28769,STUD BOLT S.S.,Nos,SAP_S4HANA,REC-196,synthetic_generator,196,2026-09-18T22:42:29.604869,2.0,SYNTHETIC
MAT-CF-0042,CPSE_01,CAN-037_VARIANT,MAT-38167,STUD BOLT STAINLESS STEEL 8.8X,Nos,SAP_ECC,REC-CF-42,synthetic_generator,196,2026-09-18T22:42:29.604936,2.0,SYNTHETIC_MUTATION
MAT-0197,CPSE_03,CAN-037,MAT-82453,STUD BOLT S.S.,EA,SAP_ECC,REC-197,synthetic_generator,197,2026-09-18T22:42:29.604981,2.0,SYNTHETIC
MAT-CF-0043,CPSE_03,CAN-037_VARIANT,MAT-46606,STUD BOLT STAINLESS STEEL 8.8X,EA,SAP_ECC,REC-CF-43,synthetic_generator,197,2026-09-18T22:42:29.605043,2.0,SYNTHETIC_MUTATION
MAT-0198,CPSE_05,CAN-037,MAT-15720,STUD BOLT STAINLESS STEEL 8.8,no,SAP_S4HANA,REC-198,synthetic_generator,198,2026-09-18T22:42:29.605079,2.0,SYNTHETIC
MAT-0199,CPSE_04,CAN-037,MAT-81123,STUD BOLT S.S. 8.8,no,SAP_ECC,REC-199,synthetic_generator,199,2026-09-18T22:42:29.605117,2.0,SYNTHETIC
MAT-0200,CPSE_05,CAN-037,MAT-14894,STUD BOLT STAINLESS STEEL,Nos.,SAP_S4HANA,REC-200,synthetic_generator,200,2026-09-18T22:42:29.605153,2.0,SYNTHETIC
MAT-0201,CPSE_02,CAN-038,MAT-27146,HEX HEAD CS B7,no,SAP_ECC,REC-201,synthetic_generator,201,2026-09-18T22:42:29.605428,2.0,SYNTHETIC
MAT-0202,CPSE_01,CAN-038,MAT-37435,HEX HEAD CARBON STEEL,No.,SAP_S4HANA,REC-202,synthetic_generator,202,2026-09-18T22:42:29.605469,2.0,SYNTHETIC
MAT-0203,CPSE_01,CAN-038,MAT-82291,HEX HEAD CARBON STEEL B7,No.,SAP_ECC,REC-203,synthetic_generator,203,2026-09-18T22:42:29.605505,2.0,SYNTHETIC
MAT-CF-0044,CPSE_01,CAN-038_VARIANT,MAT-41646,HEX HEAD CARBON STEEL B7X,No.,SAP_ECC,REC-CF-44,synthetic_generator,203,2026-09-18T22:42:29.605563,2.0,SYNTHETIC_MUTATION
MAT-0204,CPSE_05,CAN-038,MAT-76320,HEX HEAD CARBON STEEL B7,no,SAP_ECC,REC-204,synthetic_generator,204,2026-09-18T22:42:29.605598,2.0,SYNTHETIC
MAT-0205,CPSE_01,CAN-039,MAT-38780,STUD BOLT CARBON STEEL B7,Nos,SAP_ECC,REC-205,synthetic_generator,205,2026-09-18T22:42:29.605901,2.0,SYNTHETIC
MAT-CF-0045,CPSE_01,CAN-039_VARIANT,MAT-97059,STUD BOLT CARBON STEEL B7X,Nos,SAP_ECC,REC-CF-45,synthetic_generator,205,2026-09-18T22:42:29.605951,2.0,SYNTHETIC_MUTATION
MAT-0206,CPSE_01,CAN-039,MAT-68600,STUD BOLT CARBON STEEL B7,PCS,SAP_ECC,REC-206,synthetic_generator,206,2026-09-18T22:42:29.605973,2.0,SYNTHETIC
MAT-CF-0046,CPSE_01,CAN-039_VARIANT,MAT-21489,STUD BOLT CARBON STEEL B7X,PCS,SAP_ECC,REC-CF-46,synthetic_generator,206,2026-09-18T22:42:29.606005,2.0,SYNTHETIC_MUTATION
MAT-0207,CPSE_04,CAN-039,MAT-26067,STUD BOLT CS B7,EACH,SAP_ECC,REC-207,synthetic_generator,207,2026-09-18T22:42:29.606029,2.0,SYNTHETIC
MAT-0208,CPSE_05,CAN-039,MAT-89822,STUD BOLT CARBON STEEL B7,Nos.,SAP_S4HANA,REC-208,synthetic_generator,208,2026-09-18T22:42:29.606048,2.0,SYNTHETIC
MAT-0209,CPSE_05,CAN-039,MAT-50268,STUD BOLT CARBON STEEL B7,no,SAP_S4HANA,REC-209,synthetic_generator,209,2026-09-18T22:42:29.606066,2.0,SYNTHETIC
MAT-0210,CPSE_03,CAN-040,MAT-22012,STUD BOLT C.S. 8.8,no,SAP_ECC,REC-210,synthetic_generator,210,2026-09-18T22:42:29.606270,2.0,SYNTHETIC
